time_sec,time_min,run_id,phase,event_marker,event_zone,scenario_demand,team_state,team_state_label,fist_leader_state,fso_state,jtac_state,foa_state,fom_state,fist_leader_heart_rate,fist_leader_respiration_rate,fist_leader_eeg_alpha_power,fist_leader_gaze_task_focus,fist_leader_communication_activity,fso_heart_rate,fso_respiration_rate,fso_eeg_alpha_power,fso_gaze_task_focus,fso_communication_activity,jtac_heart_rate,jtac_respiration_rate,jtac_eeg_alpha_power,jtac_gaze_task_focus,jtac_communication_activity,foa_heart_rate,foa_respiration_rate,foa_eeg_alpha_power,foa_gaze_task_focus,foa_communication_activity,fom_heart_rate,fom_respiration_rate,fom_eeg_alpha_power,fom_gaze_task_focus,fom_communication_activity
419,6.9833,synthetic_run_001,fire planning,,True,0.7339,3,executing,3,1,3,0,2,85.6131,18.5513,0.372,0.7318,0.3929,84.3657,17.6817,0.4898,0.7164,0.257,92.6266,19.6537,0.3661,0.737,0.4854,84.4104,17.0938,0.4683,0.6253,0.1152,82.4641,16.5723,0.5301,0.6494,0.2226
420,7.0,synthetic_run_001,fire planning,,True,0.7378,3,executing,3,1,3,4,1,85.9899,17.6582,0.3702,0.7141,0.4681,83.6978,18.8816,0.5044,0.6851,0.2227,93.4884,18.9905,0.3318,0.6474,0.4425,81.0122,17.4414,0.4054,0.7034,0.2092,79.7595,17.5039,0.5053,0.6547,0.1841
421,7.0167,synthetic_run_001,fire planning,,True,0.7416,2,coordinating,2,2,2,0,1,91.5221,18.8691,0.3821,0.7799,0.4982,82.1407,16.5643,0.4299,0.7831,0.1789,92.0588,18.5927,0.3604,0.7085,0.5095,88.8701,16.1792,0.5415,0.7428,0.1487,80.4144,16.9176,0.4991,0.5432,0.274
422,7.0333,synthetic_run_001,fire planning,,True,0.7453,2,coordinating,2,2,4,0,1,88.0753,18.1186,0.3879,0.7554,0.4349,87.0025,17.6243,0.4486,0.6811,0.2658,93.568,18.9057,0.3389,0.7791,0.4571,85.1358,17.7946,0.5479,0.6234,0.2029,79.2486,16.1447,0.5096,0.6023,0.1217
423,7.05,synthetic_run_001,execution,,True,1.0,3,executing,3,1,2,3,0,90.1876,19.3527,0.3542,0.8292,0.4824,86.6563,18.789,0.3896,0.7423,0.3476,94.9883,19.8143,0.2836,0.8929,0.4916,84.0041,18.2082,0.4701,0.6109,0.2457,83.9711,19.2988,0.4314,0.6161,0.2276
424,7.0667,synthetic_run_001,execution,,True,1.0,4,reorganizing,4,4,2,3,1,94.1225,20.1098,0.3716,0.7393,0.4331,90.9211,19.9602,0.3917,0.7374,0.2953,99.4254,18.6116,0.324,0.836,0.4513,89.8246,17.5433,0.4318,0.635,0.1802,83.0454,15.8066,0.4163,0.5983,0.1472
425,7.0833,synthetic_run_001,execution,,True,1.0,2,coordinating,2,2,2,1,0,89.6245,18.3311,0.3425,0.7091,0.4283,89.5159,17.8084,0.4025,0.6833,0.2764,98.3115,19.0781,0.3333,0.7714,0.4147,84.1236,17.998,0.4066,0.5924,0.1506,84.5027,16.5813,0.4581,0.6901,0.1121
426,7.1,synthetic_run_001,execution,,True,1.0,3,executing,2,3,3,2,1,90.279,19.5732,0.3218,0.8293,0.4743,90.7146,18.4325,0.3859,0.8024,0.312,95.9898,20.932,0.3248,0.8457,0.499,85.9864,17.1265,0.4104,0.6369,0.2524,86.6498,18.2521,0.4869,0.6767,0.2004
427,7.1167,synthetic_run_001,execution,,True,1.0,2,coordinating,2,1,2,3,3,90.2615,18.4769,0.4138,0.8752,0.3475,90.228,19.0052,0.4729,0.7326,0.1518,97.1344,19.8272,0.358,0.8021,0.4462,86.6901,16.6285,0.4102,0.5602,0.1591,86.787,20.2751,0.5084,0.668,0.2229
428,7.1333,synthetic_run_001,execution,,True,1.0,3,executing,2,3,3,3,3,92.0631,19.6189,0.4133,0.7419,0.4657,88.0806,18.0122,0.4173,0.7317,0.198,98.5012,20.6379,0.291,0.816,0.4144,89.0498,18.8227,0.4779,0.7431,0.1765,84.8767,16.9123,0.4928,0.6686,0.2553
429,7.15,synthetic_run_001,execution,,True,1.0,4,reorganizing,4,1,4,2,0,90.0043,20.5209,0.3062,0.7409,0.4116,89.921,18.1541,0.4542,0.7433,0.2504,94.3187,20.0718,0.3522,0.803,0.4409,84.7811,18.0426,0.4366,0.6493,0.2207,86.6675,19.1749,0.4513,0.5639,0.1793
430,7.1667,synthetic_run_001,execution,,True,1.0,2,coordinating,4,2,2,0,3,94.665,17.2708,0.4039,0.7961,0.3788,88.3729,18.905,0.45,0.7418,0.1624,92.4412,20.5192,0.3839,0.7315,0.4424,86.9073,17.7455,0.4828,0.7439,0.2451,88.4654,19.2381,0.452,0.6149,0.1308
431,7.1833,synthetic_run_001,execution,,True,1.0,3,executing,4,3,2,3,3,93.8653,20.3452,0.343,0.7737,0.4508,89.0383,18.8095,0.42,0.7569,0.2503,97.9719,20.2043,0.3198,0.8201,0.4932,89.155,18.2145,0.4198,0.6478,0.1399,86.7303,19.5807,0.4009,0.603,0.2176
432,7.2,synthetic_run_001,execution,,True,1.0,3,executing,3,3,4,3,3,92.0162,18.9315,0.3596,0.6371,0.3828,91.3336,19.0487,0.3285,0.6819,0.2862,98.9978,19.811,0.2743,0.8036,0.4767,86.2767,18.2548,0.4515,0.7176,0.1538,81.6297,19.3062,0.3906,0.6249,0.2286
433,7.2167,synthetic_run_001,execution,,True,1.0,3,executing,2,3,3,4,0,92.9381,19.3536,0.3674,0.7386,0.4543,87.712,18.397,0.3885,0.8266,0.138,95.7136,18.9573,0.2988,0.829,0.4168,89.8041,18.2365,0.3791,0.6252,0.1917,85.6874,19.2844,0.4799,0.5909,0.2377
434,7.2333,synthetic_run_001,execution,,True,1.0,2,coordinating,2,3,4,2,3,91.4579,19.798,0.3676,0.6527,0.4842,86.6323,18.8769,0.4162,0.7251,0.2257,96.4658,20.5925,0.3627,0.7606,0.4674,84.7555,16.8072,0.4458,0.7048,0.1982,88.3445,17.6602,0.4165,0.6546,0.2742
435,7.25,synthetic_run_001,execution,,True,1.0,3,executing,2,3,4,0,3,94.5474,17.4076,0.3894,0.8122,0.4426,87.5171,18.4543,0.3903,0.6993,0.2795,92.1521,20.9654,0.3133,0.7827,0.4704,87.113,17.3302,0.4494,0.5471,0.2486,86.2885,18.4359,0.4572,0.6833,0.1319
436,7.2667,synthetic_run_001,execution,,True,1.0,3,executing,2,3,4,3,3,90.5045,20.4404,0.3881,0.733,0.4424,88.8378,18.7509,0.3588,0.5909,0.2013,95.2028,20.9893,0.3184,0.8874,0.5336,86.2777,19.1742,0.447,0.7133,0.1206,80.8523,17.7151,0.3718,0.5949,0.3079
437,7.2833,synthetic_run_001,execution,,True,1.0,3,executing,4,3,4,3,3,92.0557,18.5818,0.3903,0.7226,0.4695,89.348,18.5796,0.3972,0.6868,0.182,99.6923,19.5579,0.2455,0.736,0.5224,88.8136,17.5743,0.4596,0.6399,0.2188,83.3095,18.6521,0.4837,0.6501,0.1564
438,7.3,synthetic_run_001,execution,,True,1.0,4,reorganizing,4,4,2,3,1,91.1395,18.7775,0.3959,0.7829,0.4478,87.8753,19.5629,0.4441,0.7479,0.3047,97.5187,20.8036,0.3707,0.861,0.5076,85.8985,18.0244,0.4246,0.5607,0.2587,85.3736,16.7625,0.4942,0.6129,0.1232
439,7.3167,synthetic_run_001,execution,,True,1.0,4,reorganizing,4,1,4,3,4,90.7368,19.4374,0.388,0.7269,0.4064,91.2181,17.7429,0.4114,0.7905,0.3187,94.3746,20.3049,0.2998,0.7604,0.4882,89.5363,17.7362,0.4496,0.7755,0.2063,86.58,17.7615,0.4682,0.6437,0.2391
440,7.3333,synthetic_run_001,execution,,True,1.0,3,executing,3,3,4,3,4,89.1404,19.3509,0.314,0.7385,0.3846,85.4096,18.8947,0.4665,0.713,0.2181,97.9321,20.3403,0.2996,0.8334,0.408,89.1044,18.546,0.37,0.6075,0.156,82.2491,17.7029,0.5119,0.6801,0.2069
441,7.35,synthetic_run_001,execution,,True,1.0,4,reorganizing,4,1,4,3,3,89.298,17.9565,0.3626,0.799,0.4077,92.3069,19.2163,0.4164,0.7643,0.2876,99.2606,19.5643,0.3013,0.7847,0.492,87.3956,18.3709,0.4508,0.6606,0.2247,86.1807,18.7471,0.488,0.8206,0.2409
442,7.3667,synthetic_run_001,execution,,True,1.0,3,executing,3,1,2,3,2,91.6655,19.1306,0.3854,0.738,0.4996,87.7027,17.926,0.3785,0.6818,0.1819,94.635,19.5687,0.3348,0.8669,0.5495,85.837,18.581,0.4512,0.7596,0.0956,85.7462,17.879,0.4321,0.578,0.2363
443,7.3833,synthetic_run_001,execution,,True,1.0,4,reorganizing,4,2,4,0,0,93.8845,19.6672,0.3559,0.7211,0.4503,84.5592,18.0978,0.4141,0.6862,0.2681,96.6133,20.4483,0.3295,0.8066,0.4113,83.028,17.9812,0.4681,0.593,0.1936,83.6242,17.0036,0.5012,0.6499,0.2208
444,7.4,synthetic_run_001,execution,,True,1.0,3,executing,2,3,3,0,3,96.1214,18.0016,0.42,0.8753,0.4943,87.5321,18.1314,0.3939,0.6858,0.1727,94.5384,20.0723,0.277,0.8118,0.4022,88.3253,18.4523,0.4778,0.6722,0.1732,87.0758,18.9848,0.4281,0.6183,0.1527
445,7.4167,synthetic_run_001,execution,,True,1.0,4,reorganizing,3,4,4,0,3,95.1032,18.5595,0.4139,0.754,0.5457,92.5309,17.8719,0.3759,0.7963,0.2597,93.1057,20.5239,0.286,0.7258,0.4879,86.1174,18.674,0.4906,0.7682,0.1305,84.4343,16.6612,0.4091,0.6323,0.2807
446,7.4333,synthetic_run_001,execution,,True,1.0,3,executing,3,3,2,3,3,91.1284,18.8477,0.3212,0.8325,0.4354,90.0659,18.5023,0.3693,0.6676,0.1515,95.1532,20.762,0.3398,0.7884,0.4175,88.2248,17.6237,0.4591,0.7785,0.2036,89.4158,18.2932,0.482,0.6578,0.1413
447,7.45,synthetic_run_001,execution,,True,1.0,2,coordinating,3,2,2,3,0,90.0216,19.9927,0.3821,0.8351,0.4143,87.3568,17.6152,0.4828,0.6685,0.1863,98.7563,18.2666,0.3759,0.7513,0.4892,86.5142,17.6295,0.427,0.6854,0.1989,84.9969,16.7983,0.4681,0.6964,0.1465
448,7.4667,synthetic_run_001,execution,,True,1.0,0,monitoring,3,0,4,1,0,93.2008,19.2218,0.4093,0.6757,0.4062,93.0292,18.6403,0.446,0.769,0.2838,98.0375,20.3678,0.3383,0.7509,0.4595,83.3844,16.7787,0.4377,0.6642,0.1953,84.4348,17.1679,0.5107,0.6539,0.1583
449,7.4833,synthetic_run_001,execution,,True,1.0,3,executing,3,3,2,3,3,91.0725,18.946,0.3574,0.8193,0.4604,92.5441,19.1433,0.4265,0.6908,0.2613,92.765,21.2211,0.2913,0.8323,0.432,87.4042,19.1931,0.4378,0.8141,0.2273,84.9045,17.7957,0.3995,0.6832,0.1107
450,7.5,synthetic_run_001,execution,synthetic_task_change,True,1.0,0,monitoring,2,3,4,0,0,90.337,18.6108,0.2664,0.7249,0.4473,91.3039,19.1091,0.4434,0.7865,0.1691,98.1893,19.6512,0.2923,0.8378,0.4019,84.5331,18.4604,0.4677,0.7419,0.1439,83.2429,17.4172,0.415,0.6775,0.2571
451,7.5167,synthetic_run_001,execution,,True,1.0,3,executing,3,2,2,3,3,92.1093,17.9837,0.3362,0.7226,0.4242,84.8515,18.2122,0.3836,0.6399,0.2408,92.0096,20.0145,0.2928,0.8067,0.5395,85.0767,18.2495,0.4572,0.7078,0.185,83.6245,18.562,0.487,0.6656,0.2539
452,7.5333,synthetic_run_001,execution,,True,1.0,2,coordinating,2,3,2,0,0,89.3165,20.451,0.402,0.8839,0.5643,81.941,19.4307,0.4305,0.7259,0.1587,96.4064,20.6262,0.3446,0.8458,0.4698,83.3887,19.2114,0.5029,0.7079,0.204,87.7307,17.519,0.5183,0.6672,0.1179
453,7.55,synthetic_run_001,execution,,True,1.0,3,executing,4,3,4,3,3,91.5375,18.8028,0.338,0.8145,0.5435,88.6882,19.1602,0.3922,0.7198,0.2296,94.2275,20.9477,0.2657,0.8325,0.4575,90.5783,17.4324,0.3979,0.6688,0.1516,86.4616,18.1837,0.4532,0.6179,0.2122
454,7.5667,synthetic_run_001,execution,,True,1.0,4,reorganizing,4,3,4,3,0,95.256,19.203,0.3982,0.8496,0.5204,88.0991,18.5007,0.3317,0.7631,0.2322,95.7426,20.5319,0.2718,0.7358,0.3522,84.5404,17.4733,0.4492,0.6545,0.1183,82.617,17.3641,0.4739,0.6495,0.2451
455,7.5833,synthetic_run_001,execution,,True,1.0,3,executing,3,3,3,4,3,91.2887,19.7371,0.4033,0.8517,0.5056,82.7853,18.5392,0.4457,0.7738,0.2157,95.3952,19.5231,0.3111,0.7427,0.4911,87.342,17.7685,0.428,0.5453,0.2248,85.0098,17.7897,0.5193,0.5963,0.1966
456,7.6,synthetic_run_001,execution,,True,1.0,2,coordinating,2,1,2,3,4,92.609,19.1309,0.3748,0.796,0.4313,87.7854,18.889,0.4304,0.7587,0.2358,95.2842,19.145,0.285,0.7058,0.5641,88.8662,17.5393,0.479,0.5478,0.1782,84.258,16.3456,0.4037,0.7393,0.1786
457,7.6167,synthetic_run_001,execution,,True,1.0,3,executing,3,3,2,4,3,92.8638,18.3537,0.3818,0.7548,0.4547,87.2998,19.2086,0.4213,0.7219,0.2649,96.1238,19.6162,0.3685,0.8235,0.4482,88.4309,17.5047,0.4325,0.8172,0.2461,87.5961,18.0173,0.4703,0.7813,0.1661
458,7.6333,synthetic_run_001,execution,,True,1.0,3,executing,2,3,2,3,3,93.9546,18.8515,0.4108,0.677,0.4834,88.2102,18.2677,0.394,0.669,0.2619,95.4124,20.2762,0.3915,0.8054,0.4639,83.603,17.8957,0.4125,0.584,0.2329,83.7132,18.0595,0.4755,0.6441,0.2022
459,7.65,synthetic_run_001,execution,,True,1.0,4,reorganizing,4,1,4,3,2,94.5135,20.2856,0.4065,0.7931,0.4576,85.0412,18.4656,0.4187,0.8047,0.2857,97.8003,19.6183,0.3439,0.8544,0.5381,82.1198,19.233,0.4366,0.6798,0.0881,84.0613,18.4708,0.4662,0.7198,0.2056
460,7.6667,synthetic_run_001,execution,,True,1.0,2,coordinating,2,3,2,2,1,95.5227,19.6981,0.3709,0.9113,0.514,89.8466,19.3062,0.3311,0.7437,0.212,95.57,18.7553,0.2718,0.8808,0.4991,84.732,18.8044,0.4352,0.7507,0.2585,84.0142,16.7886,0.4216,0.6116,0.148
461,7.6833,synthetic_run_001,execution,,True,1.0,3,executing,4,2,3,3,3,93.13,19.9003,0.3507,0.8122,0.4486,92.1736,16.7356,0.3494,0.739,0.2228,93.9199,19.3565,0.3587,0.8827,0.542,82.7442,17.1023,0.3873,0.7573,0.2109,85.1151,17.0991,0.4755,0.6488,0.12
462,7.7,synthetic_run_001,execution,,True,1.0,2,coordinating,2,1,2,0,3,92.5005,19.2,0.4062,0.7892,0.4118,89.1249,19.4287,0.4009,0.7601,0.1338,95.3957,21.1583,0.3295,0.8425,0.3879,84.138,20.0804,0.4367,0.6844,0.1963,86.1305,18.0646,0.377,0.626,0.231
463,7.7167,synthetic_run_001,execution,,True,1.0,3,executing,4,0,2,3,3,89.8316,20.3247,0.3584,0.8715,0.4562,87.0243,18.299,0.3791,0.8173,0.1939,95.0513,19.2578,0.3812,0.8016,0.4728,87.1831,17.1567,0.4186,0.6548,0.1933,83.7209,20.1931,0.4423,0.6486,0.1621
464,7.7333,synthetic_run_001,execution,,True,1.0,3,executing,2,4,3,3,3,94.0258,19.6232,0.4127,0.8386,0.4664,90.4392,17.711,0.4874,0.6852,0.2185,93.6393,20.8752,0.407,0.776,0.4774,91.1212,19.4128,0.4291,0.7117,0.2214,83.4827,18.9145,0.5013,0.6475,0.1931
465,7.75,synthetic_run_001,execution,,True,1.0,3,executing,4,1,3,1,3,91.018,20.9143,0.3705,0.7082,0.4619,88.3878,18.3021,0.365,0.7249,0.2132,95.4738,19.2789,0.2766,0.7686,0.503,85.8478,17.2682,0.4394,0.7242,0.2152,83.7553,17.6098,0.4258,0.6352,0.2208
466,7.7667,synthetic_run_001,execution,,True,1.0,2,coordinating,2,4,3,1,0,88.6816,19.0559,0.3071,0.7504,0.4037,88.9014,19.4119,0.385,0.6548,0.1834,100.2224,20.4259,0.3144,0.7987,0.4584,86.5719,18.1878,0.463,0.7097,0.1693,85.0484,18.659,0.5376,0.6912,0.1979
467,7.7833,synthetic_run_001,execution,,True,1.0,3,executing,3,3,4,3,3,89.8408,19.171,0.4218,0.7023,0.4024,87.9975,19.5547,0.3824,0.6319,0.1506,96.5701,19.4459,0.2794,0.7898,0.5318,83.6209,17.9021,0.4493,0.8069,0.2009,86.7717,17.5339,0.5381,0.6585,0.1918
468,7.8,synthetic_run_001,execution,,True,1.0,3,executing,2,3,2,3,3,95.3559,18.8281,0.4024,0.7859,0.5051,89.8506,18.9824,0.3788,0.8007,0.2566,94.9699,20.2913,0.3581,0.7104,0.4948,86.6716,18.7517,0.4578,0.7281,0.1736,87.6429,18.5585,0.4984,0.6165,0.2202
469,7.8167,synthetic_run_001,execution,,True,1.0,3,executing,4,3,2,3,1,92.2771,19.8306,0.4188,0.7616,0.4127,93.1263,19.3015,0.4464,0.7057,0.2199,94.8872,19.767,0.3114,0.7792,0.4784,86.8661,18.0526,0.4085,0.6863,0.1648,87.4159,16.8976,0.5486,0.6556,0.2006
470,7.8333,synthetic_run_001,execution,,True,1.0,3,executing,4,3,2,1,3,91.7236,18.9847,0.3399,0.7599,0.4769,86.6749,18.0807,0.3914,0.7476,0.2531,95.9968,20.3068,0.3291,0.7015,0.4652,83.7141,17.6461,0.4572,0.612,0.1545,84.837,17.063,0.4312,0.6481,0.1306
471,7.85,synthetic_run_001,execution,,True,1.0,3,executing,3,0,2,3,3,94.0917,20.2157,0.3192,0.7654,0.4634,90.3519,19.3172,0.5222,0.7258,0.2055,93.9869,20.0541,0.2746,0.7742,0.4702,88.6844,17.4251,0.5102,0.6889,0.202,87.5496,18.1318,0.4613,0.6736,0.1078
472,7.8667,synthetic_run_001,execution,,True,1.0,2,coordinating,2,2,2,3,2,94.3908,19.1998,0.4297,0.7005,0.4074,87.3644,18.5557,0.3868,0.7326,0.2459,93.4485,20.2118,0.3165,0.7468,0.5393,87.6703,17.9835,0.435,0.7043,0.169,80.5214,17.6634,0.493,0.6053,0.184
473,7.8833,synthetic_run_001,execution,,True,1.0,4,reorganizing,4,3,4,1,3,89.1533,18.2055,0.3269,0.6837,0.3827,87.5534,18.7211,0.3741,0.758,0.3138,99.7944,20.2915,0.3206,0.83,0.4955,87.1904,17.7628,0.4819,0.6226,0.1955,85.7529,18.2133,0.4495,0.6477,0.1846
474,7.9,synthetic_run_001,execution,,True,1.0,3,executing,4,1,3,3,0,90.9273,20.9179,0.3512,0.8102,0.4225,88.9224,17.7781,0.3962,0.8212,0.1818,94.1617,20.9027,0.3035,0.7522,0.4244,86.3926,17.3199,0.4365,0.6114,0.2222,85.5976,19.3017,0.4745,0.6033,0.209
475,7.9167,synthetic_run_001,execution,,True,1.0,3,executing,3,1,2,3,0,90.9222,18.8345,0.3587,0.834,0.4953,87.433,16.7137,0.4354,0.5832,0.1238,96.5821,19.6391,0.3887,0.8337,0.4635,87.3676,17.5758,0.4182,0.5932,0.1879,85.5733,16.313,0.4358,0.6296,0.1774
476,7.9333,synthetic_run_001,execution,,True,1.0,3,executing,4,3,4,3,3,90.4464,18.1405,0.3413,0.7632,0.4405,89.7398,18.1892,0.3523,0.7963,0.2393,96.611,20.8544,0.3805,0.821,0.529,85.503,18.4701,0.4939,0.695,0.1431,86.3703,18.3545,0.4455,0.6761,0.1307
477,7.95,synthetic_run_001,execution,,True,1.0,3,executing,4,3,4,3,3,91.2096,18.7857,0.246,0.7552,0.4111,92.1295,18.9398,0.4192,0.7497,0.2636,96.6198,20.569,0.2351,0.9313,0.5555,88.9028,17.6409,0.4562,0.603,0.3013,85.3918,16.2983,0.4561,0.6345,0.2369
478,7.9667,synthetic_run_001,execution,,True,1.0,4,reorganizing,4,3,2,0,4,89.7469,19.0744,0.3508,0.8057,0.4744,89.6949,17.9777,0.4211,0.8165,0.136,97.4889,21.1689,0.3604,0.812,0.4975,83.0615,19.2896,0.4758,0.625,0.2036,87.1841,17.1579,0.3403,0.6797,0.1517
479,7.9833,synthetic_run_001,execution,,True,1.0,4,reorganizing,4,2,4,3,3,94.45,20.6958,0.4033,0.881,0.525,85.1635,20.5858,0.4172,0.7897,0.2085,90.6211,19.6716,0.3166,0.8338,0.5296,88.9387,20.0727,0.4622,0.6524,0.1264,85.1917,16.7001,0.4249,0.6979,0.1977
480,8.0,synthetic_run_001,execution,,True,1.0,2,coordinating,2,1,2,0,3,88.5494,20.3832,0.3823,0.7482,0.5055,88.177,18.7111,0.4125,0.7358,0.3049,97.4255,19.2956,0.2627,0.8184,0.4945,86.6695,18.3131,0.4289,0.5988,0.1774,86.1566,17.2913,0.4623,0.7132,0.1214
481,8.0167,synthetic_run_001,execution,,True,1.0,2,coordinating,2,2,4,1,0,89.1951,20.2244,0.4317,0.7627,0.4388,82.8231,18.521,0.4315,0.7604,0.192,98.1492,19.952,0.2665,0.8803,0.4653,82.93,18.0032,0.4703,0.6748,0.1308,85.5457,18.8334,0.5125,0.6958,0.1639
482,8.0333,synthetic_run_001,execution,,True,1.0,2,coordinating,4,0,2,3,2,92.1826,20.8214,0.3075,0.6796,0.5054,90.9422,19.8701,0.461,0.6647,0.137,92.7009,21.2679,0.3584,0.8014,0.4981,85.9537,19.3365,0.4862,0.6893,0.16,80.5504,18.2551,0.4909,0.6063,0.2447
483,8.05,synthetic_run_001,execution,,True,1.0,3,executing,4,1,2,3,3,94.1191,18.4315,0.3904,0.6571,0.4703,88.8572,18.5363,0.4594,0.7536,0.2426,94.9612,19.7586,0.3437,0.7956,0.5316,83.1541,18.9506,0.4172,0.6174,0.2723,86.2399,17.9215,0.4477,0.7067,0.2366
484,8.0667,synthetic_run_001,execution,,True,1.0,0,monitoring,4,3,2,0,0,91.5659,18.1848,0.2997,0.6747,0.4353,88.1771,19.3707,0.4091,0.7208,0.1911,92.6307,20.241,0.3286,0.8529,0.475,89.0652,18.1019,0.5289,0.6963,0.1911,86.2413,17.4293,0.4851,0.6605,0.1963
485,8.0833,synthetic_run_001,execution,,True,1.0,3,executing,3,1,2,3,3,92.4488,20.6512,0.3823,0.9364,0.4425,91.0817,18.0366,0.4385,0.7041,0.2426,94.2636,19.7827,0.389,0.834,0.4116,87.8754,18.6385,0.4591,0.7912,0.1486,83.8246,17.3994,0.4474,0.6795,0.1095
486,8.1,synthetic_run_001,execution,,True,1.0,3,executing,3,3,4,2,2,95.0853,19.807,0.4345,0.8201,0.4248,88.1734,19.6449,0.375,0.8413,0.2837,99.9552,19.3735,0.3272,0.7294,0.5683,82.831,17.5922,0.4913,0.7333,0.2121,85.9293,19.2214,0.4564,0.61,0.2195
487,8.1167,synthetic_run_001,execution,,True,1.0,3,executing,3,3,4,3,1,94.4474,19.235,0.372,0.8025,0.4544,87.5714,19.1184,0.4428,0.7665,0.2559,90.5165,21.0202,0.3354,0.8047,0.5107,89.3498,18.9658,0.4065,0.6346,0.0707,87.6184,18.4403,0.4671,0.6261,0.1387
488,8.1333,synthetic_run_001,execution,,True,1.0,4,reorganizing,4,2,3,3,4,95.8631,18.2581,0.3531,0.6598,0.4708,87.2151,17.8538,0.4151,0.6833,0.2292,96.6188,20.5223,0.3112,0.7629,0.4589,87.0352,17.5333,0.3411,0.6326,0.309,84.235,16.0145,0.4112,0.6798,0.2079
489,8.15,synthetic_run_001,execution,,True,1.0,3,executing,3,3,3,0,3,94.3074,18.9949,0.3783,0.7917,0.4216,92.362,19.586,0.4432,0.6728,0.1481,98.2305,20.2058,0.3145,0.7222,0.5034,84.506,17.4899,0.5034,0.6415,0.279,85.3392,17.6867,0.4969,0.7131,0.2344
490,8.1667,synthetic_run_001,execution,,True,1.0,4,reorganizing,4,2,3,0,4,91.9801,18.9594,0.4113,0.8361,0.4514,91.3898,18.7093,0.4104,0.809,0.2105,95.7323,19.0427,0.3386,0.7643,0.4315,84.4502,17.6303,0.4306,0.6948,0.1822,84.6578,18.384,0.4752,0.6522,0.2097
491,8.1833,synthetic_run_001,execution,,True,1.0,0,monitoring,3,1,4,0,0,90.9497,19.0006,0.3681,0.6617,0.5148,88.3748,19.1324,0.4603,0.6405,0.2664,101.0396,19.8494,0.3518,0.7953,0.5858,87.3787,18.4234,0.468,0.64,0.0607,87.5731,18.1814,0.522,0.7081,0.0568
492,8.2,synthetic_run_001,execution,,True,1.0,3,executing,4,3,2,3,0,94.563,19.773,0.3811,0.7597,0.4104,86.9412,17.5247,0.3572,0.727,0.2467,94.9027,19.2421,0.3239,0.7567,0.4729,84.9925,18.497,0.4686,0.6997,0.23,83.9157,18.7825,0.4978,0.7709,0.2652
493,8.2167,synthetic_run_001,execution,,True,1.0,3,executing,4,3,3,4,3,89.8914,18.9194,0.3457,0.7404,0.4101,87.1021,19.4426,0.3962,0.7808,0.2373,96.0131,19.936,0.3503,0.8184,0.4236,86.943,17.8495,0.3904,0.7511,0.2579,84.7803,18.148,0.4973,0.7592,0.2301
494,8.2333,synthetic_run_001,execution,,True,1.0,4,reorganizing,4,3,4,3,1,87.5423,20.0025,0.407,0.7271,0.4425,90.6049,18.8707,0.3995,0.8795,0.1483,93.6922,19.8741,0.3252,0.8567,0.4629,85.626,17.332,0.4596,0.6969,0.2118,87.5863,18.7174,0.522,0.6824,0.2476
495,8.25,synthetic_run_001,execution,,True,1.0,3,executing,4,3,3,0,0,94.6292,19.9747,0.3498,0.7132,0.4458,89.9121,18.0833,0.3709,0.6733,0.1921,98.692,19.3228,0.4076,0.7534,0.3895,88.9068,17.9541,0.4733,0.7044,0.1968,83.1416,19.3529,0.5449,0.6443,0.1321
496,8.2667,synthetic_run_001,execution,,True,1.0,2,coordinating,2,0,4,3,2,93.3216,17.2784,0.4855,0.8439,0.4461,89.0899,18.6737,0.446,0.7132,0.2401,96.7553,20.2327,0.3688,0.7102,0.4361,84.6343,17.8792,0.4826,0.6711,0.0985,85.0873,18.3448,0.4816,0.6477,0.1363
497,8.2833,synthetic_run_001,execution,,True,1.0,3,executing,3,3,2,2,1,91.6128,19.9489,0.3816,0.8294,0.4208,89.7202,18.7858,0.4286,0.6795,0.1146,97.6444,20.0642,0.3302,0.7551,0.3782,85.055,17.5627,0.4889,0.7289,0.1576,84.6808,17.4116,0.4622,0.613,0.114
498,8.3,synthetic_run_001,execution,,True,1.0,3,executing,4,1,3,3,3,93.3579,19.5298,0.3792,0.6532,0.4127,89.2526,17.5801,0.4356,0.6366,0.2208,97.9441,18.6154,0.3572,0.9193,0.5999,87.1963,19.4728,0.431,0.7426,0.148,83.1493,17.9911,0.4448,0.582,0.155
499,8.3167,synthetic_run_001,execution,,True,1.0,2,coordinating,2,1,2,3,0,92.1341,19.8856,0.363,0.8576,0.4065,87.2168,18.3685,0.4297,0.7559,0.2747,96.9624,18.3068,0.3288,0.8932,0.4051,89.2923,18.4563,0.3708,0.579,0.1949,85.4312,17.5082,0.5435,0.6954,0.2406
500,8.3333,synthetic_run_001,execution,,True,0.9977,2,coordinating,4,1,2,3,2,91.549,19.0531,0.3841,0.7368,0.5421,88.4487,18.4079,0.407,0.8502,0.1979,94.5157,20.024,0.3317,0.7387,0.4546,86.2696,18.2344,0.4251,0.6497,0.1438,86.9657,17.5517,0.4531,0.6339,0.258
501,8.35,synthetic_run_001,execution,,True,0.9928,3,executing,4,3,3,3,3,89.8851,19.4941,0.3583,0.7795,0.4676,88.1032,20.064,0.4098,0.6172,0.2513,96.2391,19.8608,0.2542,0.6926,0.5418,82.6409,17.331,0.462,0.6733,0.2163,84.7107,17.4244,0.4164,0.7436,0.2578
